"idDrink","strDrink","strDrinkAlternate","strDrinkES","strDrinkDE","strDrinkFR","strDrinkZH-HANS","strDrinkZH-HANT","strTags","strVideo","strCategory","strIBA","strAlcoholic","strGlass","strInstructions","strInstructionsES","strInstructionsDE","strInstructionsFR","strInstructionsZH-HANS","strInstructionsZH-HANT","strDrinkThumb","strIngredient1","strIngredient2","strIngredient3","strIngredient4","strIngredient5","strIngredient6","strIngredient7","strIngredient8","strIngredient9","strIngredient10","strIngredient11","strIngredient12","strIngredient13","strIngredient14","strIngredient15","strMeasure1","strMeasure2","strMeasure3","strMeasure4","strMeasure5","strMeasure6","strMeasure7","strMeasure8","strMeasure9","strMeasure10","strMeasure11","strMeasure12","strMeasure13","strMeasure14","strMeasure15","strCreativeCommonsConfirmed","dateModified"
"15182","After sex",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Highball glass","Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar",NA,"Gießen Sie den Wodka und die Sahne über einige Eiswürfel in ein hohes Glas und füllen Sie ihn mit Saft. Damit es voll ist, verzieren Sie die Oberseite des Glases mit einer Grenadine und Zucker.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg","Vodka","Creme de Banane","Orange juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 cl ","1 cl ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 22:18:22"
"15941","Americano",NA,NA,NA,NA,NA,NA,"IBA,Classic",NA,"Ordinary Drink","Unforgettables","Alcoholic","Collins glass","Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.",NA,"Den Campari und den Wermut über Eis in ein Glas gießen, einen Spritzer Sodawasser hinzufügen und mit einer halben Orangenscheibe garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg","Campari","Sweet Vermouth","Lemon peel","Orange peel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1 oz red ","Twist of ","Twist of ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-04 09:52:06"
"16311","Applejack",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Cocktail glass","Add all ingredients into mixing glass, chill and strain into cocktail glass",NA,"Alle Zutaten in das Mischglas geben, kühlen und in das Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg","Jack Daniels","Midori melon liqueur","Sour mix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 oz ","1/2 oz ","2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-15 11:24:22"
"16333","Adam Bomb",NA,NA,NA,NA,NA,NA,NA,NA,"Punch / Party Drink",NA,"Alcoholic","Margarita/Coupette glass","Add ice to blender (or to glass if prefer on the rocks) then fruit, and fruite juice depending on personal prefference then add the Rum, Vodka, Tequila, and triple sec. blend till smooth, rim glass with sugar or salt and pour mixture in. garnish with lemon or lime slice.",NA,"Eis in den Mixer (oder in ein Glas, wenn Sie lieber On the Rocks bevorzugen), dann Obst und Fruchtsaft je nach persönlicher Vorliebe, dann Rum, Wodka, Tequila und Triple Sec. zugeben, bis sie glattflächig sind, Glas mit Zucker oder Salz einrühren und die Mischung hineingeben. Mit Zitronen- oder Limonenscheibe garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/tpxurs1454513016.jpg","Rum","Vodka","Tequila","Triple sec","Fruit","Ice","Salt","Fruit juice",NA,NA,NA,NA,NA,NA,NA,"1 part ","1 part ","1 part ","1/2 part ",NA,NA,"1-3 pint ",NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-02-03 15:23:36"
"16419","Avalanche",NA,NA,NA,NA,NA,NA,NA,NA,"Milk / Float / Shake",NA,"Alcoholic","Highball glass","Mix in highball glass over ice, shake well.",NA,"In Highball-Glas über Eis mischen, gut schütteln.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg","Crown Royal","Kahlua","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 shot ","1 shot ","Fill with ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-01 09:56:05"
"17227","Addington",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Cocktail glass","Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. ",NA,"Mischen Sie beide Wermutarten in einem Shaker und sieben Sie sie in ein kaltes Glas. Mit einem Spritzer Sodawasser auffüllen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg","Sweet Vermouth","Dry Vermouth","Soda Water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 shots ","1 shot ","Top up with
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-07 22:15:25"
"11024","Almond Joy",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg","Amaretto","Creme de Cacao","Light cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz ","1/2 oz white ","2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-01-02 20:18:16"
"11034","Angel Face",NA,NA,NA,NA,NA,NA,"IBA,Classic",NA,"Ordinary Drink","Unforgettables","Alcoholic","Cocktail glass","Shake all ingredients with ice and strain contents into a cocktail glass.",NA,"Alle Zutaten mit Eis schütteln und in ein Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/vqpptp1478253178.jpg","Apricot brandy","Apple brandy","Gin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 oz ","1/2 oz ","1 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-11-04 09:52:58"
"11052","Archbishop",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Old-fashioned glass","In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.",NA,"In einem old-fashioned Glas, das fast mit Eiswürfeln gefüllt ist, alle Zutaten vermengen. Gut umrühren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/4g6xds1582579703.jpg","Gin","Wine","Benedictine","Lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 oz ","1 oz Green Ginger ","1 tsp ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","2015-09-02 16:21:47"
"13807","After Five",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled",NA,"1. Gießen Sie Kahlua in das Schnapsglas bis etwa 1/2 voll. 2. Mit einem Löffel (invertiert) den Pfefferminzlikör langsam einfüllen, bis das Glas etwa 3/4 voll ist. Richtig gemacht, fließt der Schnaps unter dem Kahlua für eine klare Schicht. 3. Wieder mit einem Löffel, aber diesmal mit der rechten Seite nach oben, das Glas langsam mit einer Schicht Bailey's abdecken. Achten Sie darauf, den Löffel ganz oben auf die Kahluaschicht zu stellen und ihn beim Auffüllen des Glases anzuheben. Richtig gemacht, wird dies eine Schicht von Bailey's, die über dem Kahlua schwimmt, ergeben. 4. Trinken Sie es auf einmal weg, mit einem Knall. HINWEIS: Am besten, wenn alle Zutaten gekühlt sind.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/sk3lr91493068595.jpg","Peppermint schnapps","Kahlua","Baileys irish cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 22:16:35"
"17226","Adam & Eve",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Cocktail glass","Shake together all the ingredients and strain into a cold glass.",NA,"Alle Zutaten vermengen und in ein kaltes Glas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/vfeumw1504819077.jpg","Gin","Cognac","Creme de Cassis","Fresh Lemon Juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 shot ","1 shot ","1 shot ","1/8 shot ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-07 22:17:58"
"178319","Aquamarine",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Martini Glass","Shake well in a shaker with ice.
Strain in a martini glass.",NA,NA,NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/zvsre31572902738.jpg","Hpnotiq","Pineapple Juice","Banana Liqueur","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"2 oz","1 oz","1 oz","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA
"12790","Absinthe #2",NA,NA,NA,NA,NA,NA,NA,NA,"Homemade Liqueur",NA,"Alcoholic","Jar","Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.",NA,"Zusammen mischen und ein paar Tage ruhen lassen. Durch einen Kaffeefilter abseihen. Zum Servieren 1 Teil Absinth mit 4 Teilen Wasser mischen, Eis hinzufügen, genießen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg","Vodka","Sugar","Anise","Licorice root","Wormwood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 bottle ","50 gr ","50 ml pure ","1 tblsp ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-08-31 19:13:17"
"14360","Absolut Sex",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Old-fashioned glass","Shake Absolut Kurant, Midori, and Cranberry juice in shaker with ice: Strain into rocks glass: Splash of seven on top.Absolut Sex.",NA,"Absolut Kurant, Midori und Preiselbeersaft im Shaker mit Eis schütteln: In ein Rocks Glas abseihen: Ein Spritzer von 7 oben drauf. Absoluter Sex.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg","Absolut Kurant","Midori melon liqueur","Cranberry juice","Sprite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3/4 oz ","3/4 oz ","1 oz ","1 splash ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-08-31 19:33:56"
"14364","Aztec Punch",NA,NA,NA,NA,NA,NA,NA,NA,"Punch / Party Drink",NA,"Alcoholic","Punch bowl","Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",NA,"Alle Zutaten in einem Krug mischen. Gründlich mischen und in was auch immer geben, je größer, desto besser! Dieses Getränk birgt einen großen Schlag, also Vorsicht.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg","Lemonade","Vodka","Rum","Ginger ale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 can ","5 oz ","7 oz ","About 1 bottle ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-02-03 15:49:51"
"14622","Arctic Fish",NA,NA,NA,NA,NA,NA,NA,NA,"Punch / Party Drink",NA,"Alcoholic","Beer pilsner","Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.",NA,"Das Glas mit Eis und Fisch füllen, Wodka, Traubensaft und Orangensaft hinzufügen. NICHT UMRÜHREN. Gut gekühlt servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg","Vodka","Grape soda","Orange juice","Ice","Candy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/3 part ","1/3 part ","1/3 part ","lots ","1 dash ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-08-31 19:39:41"
"11029","Amaretto Tea",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Pousse cafe glass","Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.",NA,"Gießen Sie heißen Tee in ein Pousse-Café Glas und verwenden Sie einen Löffel im Glas, um Sprünge zu vermeiden. Amaretto hinzufügen, aber nicht rühren. Mit gekühlter Schlagsahne garnieren und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg","Tea","Amaretto","Whipped cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 oz hot ","2 oz ","Chilled ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 22:42:47"
"11050","Apricot Lady",NA,NA,NA,NA,NA,NA,"Cold",NA,"Ordinary Drink",NA,"Alcoholic","Old-fashioned glass","In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.",NA,"In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Rum, Apricot Brandy, Triple Sec, Zitronensaft und Eiweiß mischen. Gut schütteln. In ein old-fashioned Glas abseihen, das fast mit Eiswürfeln gefüllt ist. Mit der Orangenscheibe garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/7ityp11582579598.jpg","Light rum","Apricot brandy","Triple sec","Lemon juice","Egg white","Orange",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 oz ","1 tsp ","1/2 oz ","1 ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","2017-09-02 23:03:34"
"12564","Apple Karate",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Non alcoholic","Highball Glass","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",NA,"Alle Zutaten in das Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg","Apple juice","Carrot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 cups ","1 large ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-07-18 22:17:14"
"13423","Atlantic Sun",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Collins Glass","Shake all the ingredients, top the drink with soda. Garnish with a slice of orange.",NA,"Alle Zutaten schütteln, das Getränk mit Soda auffüllen. Mit einer Scheibe Orange garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/doyxqb1493067556.jpg","Vodka","Southern Comfort","Passion fruit syrup","Sweet and sour","Club soda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 cl Smirnoff ","2 cl ","2 cl ","6 cl ","1 dash ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 21:59:16"
"15567","Adam Sunrise",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Collins Glass","Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",NA,"Den Mixer mit Eis auffüllen. Füllen Sie die Hälfte mit Bartons Wodka. 10 Teelöffel Zucker hinzufügen, 1/2 Dose Limonadenkonzentrat hinzufügen, mit Wasser füllen. 60 Sekunden lang mischen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/vtuyvu1472812112.jpg","Vodka","Lemonade","Water","Sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/2 ","1/2 can ","1/2 ","10 tsp ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-09-02 11:28:32"
"16289","Apple Grande",NA,NA,NA,NA,NA,NA,NA,NA,"Punch / Party Drink",NA,"Alcoholic","Punch Bowl","Chill both ingredients!! Mix in a tumbler and enjoy!",NA,"Kühlen Sie beide Zutaten herunter. In einem Becher mischen und genießen!",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg","Tequila","Apple cider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 oz ","12 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-08-31 19:37:02"
"17066","Army special",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Cocktail glass","Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.",NA,"Wodka, Gin und Limetten in ein Glas geben und mit zerstoßenem Eis auffüllen. Warten Sie, bis das Eis leicht geschmolzen ist und genießen Sie es ohne Strohhalm.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg","Vodka","Gin","Lime juice cordial","Ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30 ml ","30 ml ","45 ml ","1/2 glass crushed ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 22:07:42"
"11026","Amaretto Mist",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Old-fashioned glass","Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)",NA,"Gießen Sie Amaretto in ein old-fashioned Glas über Crushed Eis. Den Limettenkeil dazugeben und servieren. (Ein Stück Zitrone kann, wenn gewünscht, durch Limette ersetzt werden.)",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg","Amaretto","Lime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","2017-01-02 20:19:31"
"11027","Amaretto Rose",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Collins glass","Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.",NA,"Amaretto und Limettensaft in einem Collins Glas über Eis gießen. Mit Soda auffüllen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg","Amaretto","Lime juice","Club soda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 22:32:59"
"11053","Arise My Love",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Champagne flute","Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.",NA,"Creme de Menthe in eine Champagnerflöte geben. Mit gekühltem Champagner füllen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg","Champagne","Green Creme de Menthe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chilled ","1 tsp ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2015-09-02 16:23:52"
"13086","Atomic Lokade",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Collins Glass","In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",NA,"In einem Shaker Limonade, Wodka, blauen Curacao und Triple Sec vermengen. Mit Eis schütteln und in ein Glas abseihen. Nach Belieben Zucker hinzufügen",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg","Lemonade","Vodka","Blue Curacao","Triple sec","Sugar","Ice",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 oz ","1 oz ","1/2 oz ","1/2 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 21:56:52"
"13683","Apple Slammer",NA,NA,NA,NA,NA,NA,NA,NA,"Shot",NA,"Alcoholic","Shot glass","pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.",NA,"in ein Schnapsglas gießen und dem Verbraucher präsentieren, dabei wird erwartet, dass sie die Oberseite des Schnapsglases mit ihrer Handfläche bedecken, das Glas anheben, es auf den Tisch schlagen und schnell schlucken.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg","7-Up","Apple schnapps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 part ","1 part ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 22:37:32"
"13731","Amaretto Sour",NA,NA,NA,NA,NA,NA,NA,NA,"Ordinary Drink",NA,"Alcoholic","Collins Glass","Shake and strain. Garnish with a cherry and an orange slice.",NA,"Schütteln und abseihen. Mit einer Kirsch- und einer Orangenscheibe garnieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg","Amaretto","Sour mix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","3 oz ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-04-24 22:43:32"
"15849","Apricot punch",NA,NA,NA,NA,NA,NA,NA,NA,"Punch / Party Drink",NA,"Alcoholic","Punch bowl","Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.",NA,"Alle Zutaten in eine große Bowle geben. Füge Eis und 4 Orangen hinzu, die geschält und geteilt sind.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg","Apricot brandy","Champagne","Vodka","7-Up","Orange juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 qt ","4 fifth ","1 fifth ","4 L ","1/2 gal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-08-31 19:37:47"
"17223","Abbey Martini",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Cocktail glass","Put all ingredients into a shaker and mix, then strain contents into a chilled cocktail glass.",NA,"Alle Zutaten in einen Shaker geben und mischen, dann den Inhalt in ein gekühltes Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg","Gin","Sweet Vermouth","Orange Juice","Angostura Bitters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 shots ","1 shot ","1 shot ","3 dashes ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-09-07 21:50:03"
"178321","Amaretto fizz",NA,NA,NA,NA,NA,NA,"Christmas",NA,"Cocktail",NA,"Alcoholic","Collins glass","Mix Amaretto, orange juice and sparkling wine in a jug. Add a strip orange zest to each glass, if you like.",NA,NA,NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/92h3jz1582474310.jpg","Amaretto","Orange Juice","White Wine","Orange Peel","","","",NA,NA,NA,NA,NA,NA,NA,NA,"4 cl","6 cl","15 cl","Garnish with","","","",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA
"178325","Aperol Spritz",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Alcoholic","Wine Glass","Put a couple of cubes of ice into 2 glasses and add a 50 ml measure of Aperol to each. Divide the prosecco between the glasses and then top up with soda, if you like.",NA,NA,NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/iloasq1587661955.jpg","Aperol","Prosecco","Soda Water","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"100 ml","150 ml","Top","","","","",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA
"17834","Abbey Cocktail",NA,"Cóctel de la abadía","Abtei-Cocktail","Cocktail d'Abbaye","<U+4FEE><U+9053><U+9662><U+9E21><U+5C3E><U+9152>","<U+4FEE><U+9053><U+9662><U+96DE><U+5C3E><U+9152>",NA,NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Shake all ingredients (except for the cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.",NA,"Alle Zutaten (außer der Kirsche) mit Eis schütteln und in ein Cocktailglas abseihen. Mit der Kirsche verzieren und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/mr30ob1582479875.jpg","Gin","Orange bitters","Orange","Cherry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 dash ","Juice of 1/4 ","1 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","2016-09-02 11:19:28"
"11019","Alfie Cocktail",NA,NA,NA,NA,NA,NA,"Alcoholic",NA,"Ordinary Drink",NA,"Alcoholic","Cocktail glass","Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.",NA,"Alle Zutaten mit Eis mischen und schütteln, in ein Cocktailglas abseihen und servieren.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/ypxsqy1483387829.jpg","Lemon vodka","Triple sec","Pineapple juice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 1/2 oz ","1 dash ","1 tblsp ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2017-01-02 20:10:29"
"12562","Alice Cocktail",NA,NA,NA,NA,NA,NA,NA,NA,"Cocktail",NA,"Non alcoholic","Cocktail glass","Shake well, strain into a large cocktail glass.",NA,"Gut schütteln, in ein großes Cocktailglas abseihen.",NA,NA,NA,"https://www.thecocktaildb.com/images/media/drink/qyqtpv1468876144.jpg","Grenadine","Orange juice","Pineapple juice","Cream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 cl ","1 cl ","2 cl ","4 cl ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","2016-07-18 22:09:04"
